id,found_at,status,title,company,location,source,visa_sponsorship,dol_h1b_sponsor,dol_h1b_lca_count,dol_h1b_worker_positions,dol_h1b_role_lca_count,dol_h1b_employer,h1bgrader_url,url
amazon_10422616,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer II, AAE","Amazon Development Center U.S., Inc.","Bellevue, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10422616/data-engineer-ii-aae
amazon_10463961,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer, Amazon Ads",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10463961/data-engineer-amazon-ads
amazon_10421410,2026-07-13 19:03:02 UTC,To Apply,Data Engineer II- AMZ26497.1,"Amazon Data Services, Inc. - A19","Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10421410/data-engineer-ii-amz26497-1
amazon_10469213,2026-07-13 19:03:02 UTC,To Apply,"Data engineer, Decision Intelligence Technology","Amazon Web Services, Inc.","Bellevue, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10469213/data-engineer-decision-intelligence-technology
amazon_10469108,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer, Data Platform Management, Grocery Tech Foundations",Amazon.com Services LLC,"Austin, Texas, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10469108/data-engineer-data-platform-management-grocery-tech-foundations
amazon_10380653,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer, PXT Central Science",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10380653/data-engineer-pxt-central-science
amazon_10398979,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer, Ring Agent Platforms",Amazon.com Services LLC,"Hawthorne, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10398979/data-engineer-ring-agent-platforms
amazon_10448094,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer II, Product BI","Amazon Development Center U.S., Inc.","Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10448094/data-engineer-ii-product-bi
amazon_10415447,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer, PXT Central Science",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10415447/data-engineer-pxt-central-science
amazon_10431072,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer II, DBS BI","Amazon Development Center U.S., Inc.","Bellevue, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10431072/data-engineer-ii-dbs-bi
amazon_10377071,2026-07-13 19:03:02 UTC,To Apply,"Principal Data Engineer, Intelligent Talent Acquisition",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10377071/principal-data-engineer-intelligent-talent-acquisition
amazon_10462993,2026-07-13 19:03:02 UTC,To Apply,"Senior Data Engineer, NAST-CX Tech",Amazon.com Services LLC,"Bellevue, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10462993/senior-data-engineer-nast-cx-tech
amazon_3208020,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer II, Ring Agent Platforms",Amazon.com Services LLC,"Hawthorne, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/3208020/data-engineer-ii-ring-agent-platforms
amazon_10469385,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer II, OTS - Data ANCHOR Team",Amazon.com Services LLC,"Austin, Texas, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10469385/data-engineer-ii-ots-data-anchor-team
amazon_10427393,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer II, Prime Video Advertising",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10427393/data-engineer-ii-prime-video-advertising
amazon_10376397,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer, AWS GDSP A&I","Amazon Web Services, Inc.","Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10376397/data-engineer-aws-gdsp-a-i
amazon_10436076,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer II, Perfect Order Experience",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10436076/data-engineer-ii-perfect-order-experience
amazon_10436763,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer II, Prime Video Advertising",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10436763/data-engineer-ii-prime-video-advertising
amazon_10441041,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer II, AWS Sustainability Technology ","Amazon Data Services, Inc.","Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10441041/data-engineer-ii-aws-sustainability-technology
amazon_10454511,2026-07-13 19:03:02 UTC,To Apply,"Senior Data Engineer, Strategic Partnerships & IMPACT360","Amazon Web Services, Inc.","Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10454511/senior-data-engineer-strategic-partnerships-impact360
amazon_10380508,2026-07-13 19:03:02 UTC,To Apply,"Sr. Data Engineer, WW Standardization & Automation",Amazon.com Services LLC,"Bellevue, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10380508/sr-data-engineer-ww-standardization-automation
amazon_10456644,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer, Data Platform Management, Worldwide Grocery Store Tech",Amazon.com Services LLC,"Austin, Texas, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10456644/data-engineer-data-platform-management-worldwide-grocery-store-tech
amazon_10441355,2026-07-13 19:03:02 UTC,To Apply,"Senior Data Engineer, Amazon Customer Service",Amazon.com Services LLC,"Austin, Texas, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10441355/senior-data-engineer-amazon-customer-service
amazon_10465337,2026-07-13 19:03:02 UTC,To Apply,"Senior Data Engineer, AWS Analytics Engineering","Amazon Development Center U.S., Inc.","Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10465337/senior-data-engineer-aws-analytics-engineering
amazon_10405620,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer, Central InfraOps Analytics Team","Amazon Data Services, Inc.","Herndon, Virginia, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10405620/data-engineer-central-infraops-analytics-team
amazon_10379499,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer II, Intelligence Data Services, Amazon Leo",Amazon Kuiper Manufacturing Enterprises LLC,"Bellevue, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10379499/data-engineer-ii-intelligence-data-services-amazon-leo
amazon_10449430,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer II, Amazon Manufacturing Services (AMS)",Amazon.com Services LLC,"Bellevue, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10449430/data-engineer-ii-amazon-manufacturing-services-ams
amazon_10461781,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer- Data Science Focus, Ads Science Analysis & Tech (ASAT)",Amazon.com Services LLC,"New York, New York, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10461781/data-engineer-data-science-focus-ads-science-analysis-tech-asat
amazon_10470566,2026-07-13 19:03:02 UTC,To Apply,"Senior Data Engineer, Price Perception and Evaluation",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10470566/senior-data-engineer-price-perception-and-evaluation
amazon_10449789,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer, WW Ops Finance S&A ",Amazon.com Services LLC,"Bellevue, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10449789/data-engineer-ww-ops-finance-s-a
amazon_3176115,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer II, Analytics Delivery Services (ADS)",Amazon.com Services LLC,"Dallas, Texas, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/3176115/data-engineer-ii-analytics-delivery-services-ads
amazon_10414428,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer I, Amazon Publisher Monetization, Analytics",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10414428/data-engineer-i-amazon-publisher-monetization-analytics
amazon_10463971,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer II, Veritas, Security Tools Foundation",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10463971/data-engineer-ii-veritas-security-tools-foundation
amazon_10405619,2026-07-13 19:03:02 UTC,To Apply,"Sr. Data Engineer, Amazon PeopleInsights eXperience (APIX)",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10405619/sr-data-engineer-amazon-peopleinsights-experience-apix
amazon_10453654,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer II, IAM and Abuse Prevention",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10453654/data-engineer-ii-iam-and-abuse-prevention
amazon_10455291,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer, Amazon Prime Video Product Analytics",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10455291/data-engineer-amazon-prime-video-product-analytics
amazon_10449267,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer, Prime Video - GSS Planning & Strategy",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10449267/data-engineer-prime-video-gss-planning-strategy
amazon_10467346,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer II, Ring NA Sales and Marketing",Amazon.com Services LLC,"Hawthorne, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10467346/data-engineer-ii-ring-na-sales-and-marketing
amazon_10439765,2026-07-13 19:03:02 UTC,To Apply,"Data Engineer, Prime Video Global Brand & Marketing Insights",Amazon.com Services LLC,"Culver City, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10439765/data-engineer-prime-video-global-brand-marketing-insights
amazon_10453868,2026-07-13 19:03:02 UTC,To Apply,"Senior Data Engineer, PV Prime Video TV-Tech",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10453868/senior-data-engineer-pv-prime-video-tv-tech
amazon_3143322,2026-07-13 19:03:02 UTC,To Apply,Senior AI Engineer,"Amazon Web Services, Inc.","New York, New York, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/3143322/senior-ai-engineer
amazon_10412710,2026-07-13 19:03:02 UTC,To Apply,"AI/ML Engineer, Gateway",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10412710/ai-ml-engineer-gateway
amazon_10440600,2026-07-13 19:03:02 UTC,To Apply,"Software Engineer, AI Security",Amazon.com Services LLC,"New York, New York, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10440600/software-engineer-ai-security
amazon_10417500,2026-07-13 19:03:02 UTC,To Apply,"AI Data Engineer, Ring/Blink Customer Service Engineering and Insights",Amazon.com Services LLC,"Hawthorne, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10417500/ai-data-engineer-ring-blink-customer-service-engineering-and-insights
amazon_10381642,2026-07-13 19:03:02 UTC,To Apply,"Machine Learning Engineer, Alexa AI",Amazon.com Services LLC,"Boston, Massachusetts, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10381642/machine-learning-engineer-alexa-ai
amazon_3143688,2026-07-13 19:03:02 UTC,To Apply,"Sr. AI Platform Data Engineer, Ring Decision Science, Ring Decision Science",Amazon.com Services LLC,"Hawthorne, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/3143688/sr-ai-platform-data-engineer-ring-decision-science-ring-decision-science
amazon_10436422,2026-07-13 19:03:02 UTC,To Apply,"Sr. Research Engineer, AWS Agentic AI",Amazon.com Services LLC,"New York, New York, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10436422/sr-research-engineer-aws-agentic-ai
amazon_10390448,2026-07-13 19:03:02 UTC,To Apply,"Senior Machine Learning Engineer, GenAIUX ","Amazon Development Center U.S., Inc.","East Palo Alto, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10390448/senior-machine-learning-engineer-genaiux
amazon_10416638,2026-07-13 19:03:02 UTC,To Apply,"Machine Learning Engineer, Ad Response Prediction",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10416638/machine-learning-engineer-ad-response-prediction
amazon_3170644,2026-07-13 19:03:02 UTC,To Apply,"Machine Learning Engineer II  , AGI Customization",Amazon.com Services LLC,"Boston, Massachusetts, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/3170644/machine-learning-engineer-ii-agi-customization
amazon_3178943,2026-07-13 19:03:02 UTC,To Apply,"Machine Learning Engineer II, Special Projects",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/3178943/machine-learning-engineer-ii-special-projects
amazon_10448328,2026-07-13 19:03:02 UTC,To Apply,"Machine Learning Engineer, Ad Response Prediction",Amazon.com Services LLC,"New York, New York, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10448328/machine-learning-engineer-ad-response-prediction
amazon_3158229,2026-07-13 19:03:02 UTC,To Apply,"Sr. Machine Learning Engineer, AWS Applied AI Solution  ",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/3158229/sr-machine-learning-engineer-aws-applied-ai-solution
amazon_3147714,2026-07-13 19:03:02 UTC,To Apply,"Machine Learning Engineer, AWS Neuron Inference, Annapurna ML",Annapurna Labs (U.S.) Inc.,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/3147714/machine-learning-engineer-aws-neuron-inference-annapurna-ml
amazon_10472926,2026-07-13 19:03:02 UTC,To Apply,"Machine Learning Engineer, Sponsored Products Off-Search Sourcing and Relevance",Amazon.com Services LLC,"New York, New York, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10472926/machine-learning-engineer-sponsored-products-off-search-sourcing-and-relevance
amazon_10430393,2026-07-13 19:03:02 UTC,To Apply,"Machine Learning Engineer II,  Sponsored Products Search Sourcing, Amazon Advertising",Amazon.com Services LLC,"New York, New York, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10430393/machine-learning-engineer-ii-sponsored-products-search-sourcing-amazon-advertising
amazon_10442431,2026-07-13 19:03:02 UTC,To Apply,"Reliability Analytics Engineer, Amazon Robotics",Amazon.com Services LLC,"North Reading, Massachusetts, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10442431/reliability-analytics-engineer-amazon-robotics
amazon_10425022,2026-07-13 19:03:02 UTC,To Apply,"MAC Automation & Analytics Engineer, Leo MAC",Amazon Kuiper Manufacturing Enterprises LLC,"Redmond, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10425022/mac-automation-analytics-engineer-leo-mac
amazon_10425021,2026-07-13 19:03:02 UTC,To Apply,"MAC Automation & Analytics Engineer, Leo MAC",Amazon Kuiper Manufacturing Enterprises LLC,"Redmond, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10425021/mac-automation-analytics-engineer-leo-mac
amazon_10435065,2026-07-13 19:03:02 UTC,To Apply,"Member of Technical Staff - Research Engineer, Frontier AI Robotics",Amazon.com Services LLC,"San Francisco, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10435065/member-of-technical-staff-research-engineer-frontier-ai-robotics
amazon_10373370,2026-07-13 19:03:02 UTC,To Apply,Applied Scientist,"Audible, Inc. - B13","Newark, New Jersey, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10373370/applied-scientist
amazon_10372619,2026-07-13 19:03:02 UTC,To Apply,Applied Scientist,Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10372619/applied-scientist
amazon_10403261,2026-07-13 19:03:02 UTC,To Apply,Applied Scientist II,Amazon.com Services LLC,"Sunnyvale, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10403261/applied-scientist-ii
amazon_10444818,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, Fauna",Amazon.com Services LLC,"New York, New York, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10444818/applied-scientist-fauna
amazon_10382814,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, Customer360",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10382814/applied-scientist-customer360
amazon_10470171,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, C360",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10470171/applied-scientist-c360
amazon_10413647,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, Navigation",Amazon.com Services LLC,"San Francisco, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10413647/applied-scientist-navigation
amazon_10460558,2026-07-13 19:03:02 UTC,To Apply,Sr Applied Scientist,Amazon.com Services LLC,"Sunnyvale, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10460558/sr-applied-scientist
amazon_10454082,2026-07-13 19:03:02 UTC,To Apply,Senior Applied Scientist,Amazon.com Services LLC,"San Francisco, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10454082/senior-applied-scientist
amazon_3182871,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist , Amazon",Amazon.com Services LLC,"Palo Alto, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/3182871/applied-scientist-amazon
amazon_10425385,2026-07-13 19:03:02 UTC,To Apply,Senior Applied Scientist,Amazon.com Services LLC,"San Francisco, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10425385/senior-applied-scientist
amazon_10438746,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, Customer360",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10438746/applied-scientist-customer360
amazon_10448783,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, FinTelligence",Amazon.com Services LLC,"Bellevue, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10448783/applied-scientist-fintelligence
amazon_10408900,2026-07-13 19:03:02 UTC,To Apply,Senior Applied Scientist,Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10408900/senior-applied-scientist
amazon_10451675,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, Navigation",Amazon.com Services LLC,"San Francisco, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10451675/applied-scientist-navigation
amazon_10448784,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, FinTelligence",Amazon.com Services LLC,"Bellevue, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10448784/applied-scientist-fintelligence
amazon_10438745,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, Customer360",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10438745/applied-scientist-customer360
amazon_10442942,2026-07-13 19:03:02 UTC,To Apply,"Senior Applied Scientist, C360",Amazon.com Services LLC,"Palo Alto, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10442942/senior-applied-scientist-c360
amazon_10464886,2026-07-13 19:03:02 UTC,To Apply,Applied Scientist III - AMZ27579.1,"Amazon Development Center U.S., Inc. - B02","New York, New York, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10464886/applied-scientist-iii-amz27579-1
amazon_10384009,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, Prime Video ",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10384009/applied-scientist-prime-video
amazon_10461906,2026-07-13 19:03:02 UTC,To Apply,"Sr. Applied Scientist, Fauna",Amazon.com Services LLC,"Sunnyvale, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10461906/sr-applied-scientist-fauna
amazon_10438206,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, Sales AI",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10438206/applied-scientist-sales-ai
amazon_10399493,2026-07-13 19:03:02 UTC,To Apply,"Senior Applied Scientist, FinTelligence",Amazon.com Services LLC,"Bellevue, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10399493/senior-applied-scientist-fintelligence
amazon_10429055,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, Amazon Robotics ",Amazon.com Services LLC,"Sunnyvale, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10429055/applied-scientist-amazon-robotics
amazon_10452322,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, Core Search",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10452322/applied-scientist-core-search
amazon_10454318,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, Amazon Redshift","Amazon Development Center U.S., Inc.","Redmond, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10454318/applied-scientist-amazon-redshift
amazon_10398907,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, Ads Econ",Amazon.com Services LLC,"New York, New York, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10398907/applied-scientist-ads-econ
amazon_10461875,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, TSI Science",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10461875/applied-scientist-tsi-science
amazon_10464365,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, Ring AI",Amazon.com Services LLC,"Bellevue, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10464365/applied-scientist-ring-ai
amazon_10442940,2026-07-13 19:03:02 UTC,To Apply,"Sr. Applied Scientist, C360 ",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10442940/sr-applied-scientist-c360
amazon_10418988,2026-07-13 19:03:02 UTC,To Apply,Applied Scientist II - AMZ27057.1,"Amazon Development Center U.S., Inc. - B02","Boston, Massachusetts, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10418988/applied-scientist-ii-amz27057-1
amazon_10459535,2026-07-13 19:03:02 UTC,To Apply,"Sr. Applied Scientist, Silk",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10459535/sr-applied-scientist-silk
amazon_10457222,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, Talent Intelligence",Amazon.com Services LLC,"Arlington, Virginia, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10457222/applied-scientist-talent-intelligence
amazon_10458322,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist II, Perception",Amazon.com Services LLC,"San Francisco, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10458322/applied-scientist-ii-perception
amazon_10414298,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, Pricing Science",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10414298/applied-scientist-pricing-science
amazon_10447887,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, Special Projects",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10447887/applied-scientist-special-projects
amazon_10423168,2026-07-13 19:03:02 UTC,To Apply,"Senior Applied Scientist, Fauna",Amazon.com Services LLC,"New York, New York, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10423168/senior-applied-scientist-fauna
amazon_10438780,2026-07-13 19:03:02 UTC,To Apply,"Principal Applied Scientist, Personalization",Amazon.com LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10438780/principal-applied-scientist-personalization
amazon_10385985,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, Sponsored Products",Amazon.com Services LLC,"Arlington, Virginia, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10385985/applied-scientist-sponsored-products
amazon_10392888,2026-07-13 19:03:02 UTC,To Apply,"Sr. Applied Scientist , Amazon",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10392888/sr-applied-scientist-amazon
amazon_10390491,2026-07-13 19:03:02 UTC,To Apply,"Senior Applied Scientist, Fauna",Amazon.com Services LLC,"New York, New York, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10390491/senior-applied-scientist-fauna
amazon_10450492,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, TSI - Science",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10450492/applied-scientist-tsi-science
amazon_10420493,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist, Last Mile",Amazon.com Services LLC,"Bellevue, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10420493/applied-scientist-last-mile
amazon_3108814,2026-07-13 19:03:02 UTC,To Apply,"Principal Applied Scientist, Personalization",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/3108814/principal-applied-scientist-personalization
amazon_10398674,2026-07-13 19:03:02 UTC,To Apply,"Principal Applied Scientist, Robotics",Amazon.com Services LLC,"North Reading, Massachusetts, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10398674/principal-applied-scientist-robotics
amazon_10455933,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist II, Personalization",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10455933/applied-scientist-ii-personalization
amazon_10461684,2026-07-13 19:03:02 UTC,To Apply,Sr. Applied Scientist- P13N,Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10461684/sr-applied-scientist-p13n
amazon_10442969,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist , Personalization & Ranking ",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10442969/applied-scientist-personalization-ranking
amazon_10410608,2026-07-13 19:03:02 UTC,To Apply,"Senior Applied Scientist, Navigation",Amazon.com Services LLC,"San Francisco, California, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10410608/senior-applied-scientist-navigation
amazon_10449463,2026-07-13 19:03:02 UTC,To Apply,"Applied Scientist II, Customer360",Amazon.com Services LLC,"Seattle, Washington, USA",Amazon,,,,,,,,https://www.amazon.jobs/en/jobs/10449463/applied-scientist-ii-customer360
